NUM_START,NUM_END,NUM_LENGTH,NUM_SPECIAL,NUM_CATEGORY,NUM_SUB_CATEGORY,NUM_ALLOCATEE_OR_ASSIGNEE,NUM_REMARK
"39580000","39599999","8","","Fixed Services 固網服務","Class One 第一類服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"39600000","39699999","8","","Fixed Services 固網服務","Class One 第一類服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"39700000","39749999","8","","Fixed Services 固網服務","Class One 第一類服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"39750000","39799999","8","","Fixed Services 固網服務","Class One 第一類服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"39800000","39899999","8","","Fixed Services 固網服務","Class One 第一類服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"39900000","39999999","8","","Fixed Services 固網服務","Class One 第一類服務","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"400","400","<=12","","Others 其他","Network Number 網絡號碼","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"4010","4010","<=12","","Others 其他","Network Number 網絡號碼","South China Telecommunications (H.K.) Limited 中國南方電信(香港)有限公司",""
"4011","4011","<=12","","Others 其他","Network Number 網絡號碼","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"4012","4012","<=12","","Others 其他","Network Number 網絡號碼","Webbing Hong Kong Limited",""
"4013","4013","<=12","","Others 其他","Network Number 網絡號碼","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"4014","4017","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"4018","4018","<=12","","Others 其他","Network Number 網絡號碼","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"4019","4019","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"402","402","<=12","","Others 其他","Network Number 網絡號碼","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"4030","4030","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"4031","4033","<=12","","Others 其他","Network Number 網絡號碼","HKC Network Limited 中港網絡有限公司",""
"4034","4034","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"4035","4036","<=12","","Others 其他","Network Number 網絡號碼","HKC Network Limited 中港網絡有限公司",""
"4037","4037","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"4038","4039","<=12","","Others 其他","Network Number 網絡號碼","HKC Network Limited 中港網絡有限公司",""
"40400000","40409999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"40410000","40499999","8","","Mobile Service 流動服務","","** Spare 備用",""
"4050","4053","<=12","","Others 其他","Network Number 網絡號碼","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"4054","4057","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"4058","4059","<=12","","Others 其他","Network Number 網絡號碼","Hong Kong Broadband Network Limited 香港寬頻網絡有限公司",""
"40600000","40699999","8","","Mobile Service 流動服務","","** Spare 備用",""
"4070","4070","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"4071","4073","<=12","","Others 其他","Network Number 網絡號碼","ComNet Telecom (HK) Limited 信通電話(香港)有限公司",""
"4074","4077","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"4078","4079","<=12","","Others 其他","Network Number 網絡號碼","ComNet Telecom (HK) Limited 信通電話(香港)有限公司",""
"4080","4083","<=12","","Others 其他","Network Number 網絡號碼","SmarTone Communications Limited",""
"4084","4085","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"4086","4089","<=12","","Others 其他","Network Number 網絡號碼","SmarTone Communications Limited",""
"4090","4090","<=12","","Others 其他","Network Number 網絡號碼","Hong Kong Telecommunications (HKT) Limited",""
"4091","4091","<=12","","Others 其他","Network Number 網絡號碼","Verizon Hong Kong Limited",""
"4092","4092","<=12","","Others 其他","Network Number 網絡號碼","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"40930000","40999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"410","413","<=12","","Others 其他","Network Number 網絡號碼","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"414","414","<=12","Y","Others 其他","Network Number 網絡號碼","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"415","419","<=12","","Others 其他","Network Number 網絡號碼","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"42000000","42099999","8","","Mobile Service 流動服務","","** Spare 備用",""
"421","421","<=12","","Others 其他","Network Number 網絡號碼","HGC Global Communications Limited 環球全域電訊有限公司",""
"42200000","42399999","8","","Mobile Service 流動服務","","** Spare 備用",""
"42400000","42419999","8","","Mobile Service 流動服務","","** Spare 備用",""
"42420000","42429999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"42430000","42499999","8","","Mobile Service 流動服務","","** Spare 備用",""
"42500000","42999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"4300","4303","<=12","","Others 其他","Network Number 網絡號碼","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"4304","4307","<=12","","Others 其他","Network Number 網絡號碼","** Spare 備用",""
"4308","4309","<=12","","Others 其他","Network Number 網絡號碼","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"431","432","<=12","","Others 其他","Network Number 網絡號碼","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"43300000","43399999","8","","Mobile Service 流動服務","","** Spare 備用",""
"43400000","43429999","8","","Mobile Service 流動服務","","** Spare 備用",""
"43430000","43439999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"43440000","43499999","8","","Mobile Service 流動服務","","** Spare 備用",""
"43500000","43999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"44000000","44099999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"44100000","44199999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"44200000","44299999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"44300000","44399999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"44400000","44409999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"44410000","44429999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"44430000","44439999","8","","Mobile Service 流動服務","","China Telecom Global Limited 中國電信國際有限公司",""
"44440000","44449999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"44450000","44499999","8","","Mobile Service 流動服務","","Hong Kong Telecommunications (HKT) Limited",""
"44500000","44599999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"44600000","44699999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"44700000","44799999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"44800000","44899999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"44900000","44999999","8","","Mobile Service 流動服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"450000000000","450000099999","12","","Machine-to-Machine Service 機對機服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"450000100000","450000199999","12","","Machine-to-Machine Service 機對機服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"450000200000","450000299999","12","","Machine-to-Machine Service 機對機服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"450000300000","450000399999","12","","Machine-to-Machine Service 機對機服務","","Hutchison Telephone Company Limited 和記電話有限公司",""
"450000400000","450000499999","12","","Machine-to-Machine Service 機對機服務","","Hong Kong Telecommunications (HKT) Limited",""
"450000500000","450000699999","12","","Machine-to-Machine Service 機對機服務","","** Spare - open for application 備用/供申請使用",""
"450000700000","450000999999","12","","Machine-to-Machine Service 機對機服務","","** Spare - open for application 備用/供申請使用",""
"450001","450099","12","","Machine-to-Machine Service 機對機服務","","** Spare - open for application 備用/供申請使用",""
"4501","4509","12","","Machine-to-Machine Service 機對機服務","","** Reserved 預留",""
"45100000","45399999","8","","Mobile Service 流動服務","","** Spare 備用",""
"45400000","45449999","8","","Mobile Service 流動服務","","** Spare 備用",""
"45450000","45459999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"45460000","45499999","8","","Mobile Service 流動服務","","** Spare 備用",""
"45500000","45599999","8","","Mobile Service 流動服務","","** Spare 備用",""
"45600000","45669999","8","","Mobile Service 流動服務","","** Spare 備用",""
"45670000","45679999","8","Y","Mobile Service 流動服務","","** Reserved 預留",""
"45680000","45699999","8","","Mobile Service 流動服務","","** Spare 備用",""
"45700000","45999999","8","","Mobile Service 流動服務","","** Spare 備用",""
"46000000","46069999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"46070000","46079999","8","","Mobile Service 流動服務","","Multibyte Info Technology Limited 博元訊息科技有限公司",""
"46080000","46089999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"46090000","46099999","8","","Mobile Service 流動服務","","China Telecom Global Limited 中國電信國際有限公司",""
"46100000","46109999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"46110000","46129999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"46130000","46139999","8","","Mobile Service 流動服務","","China Telecom Global Limited 中國電信國際有限公司",""
"46140000","46149999","8","","Mobile Service 流動服務","","Sun Mobile Limited 新移動通訊有限公司",""
"46150000","46169999","8","","Mobile Service 流動服務","","China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司",""
"46170000","46179999","8","","Mobile Service 流動服務","","Multibyte Info Technology Limited 博元訊息科技有限公司",""
"46180000","46189999","8","","Mobile Service 流動服務","","Multibyte Info Technology Limited 博元訊息科技有限公司",""
"46190000","46199999","8","","Mobile Service 流動服務","","China Telecom Global Limited 中國電信國際有限公司",""
"46200000","46249999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
"46250000","46299999","8","","Mobile Service 流動服務","","SmarTone Mobile Communications Limited 數碼通電訊有限公司",""
"46300000","46399999","8","","Mobile Service 流動服務","","China Mobile Hong Kong Company Limited 中國移動香港有限公司",""
